Optional; From FLIMS,Optional; From FLIMS,"YBFMP (SHR, STTD, LIS); NDFA (All others); Shared (SHR, STTD, LIS during NDFS season)",Our station codes,From FLIMS/WDL. See Station Name to Number Tab.,Use sample code from FLIMS/WDL to connect field data and lab data,"Sampling Date; one station code-date/time combination per ""Sampling""","Sampling Time; one station code-date/time combination per ""Sampling""","Optional; for duplicate/replicate FIELD samples; individual sample numbers can be different between field and lab data, and can have two different times. Leave blank if NA.",Optional; for duplicate/replicate FIELD samples; individual sample collection date/time can be different between field and lab data. Leave blank if NA.,Optional; E.g. for duplicates/replicates or if we were collecting at different depths; individual sample collection date/time can be different between field and lab data. Leave blank if NA.,Should all be FIELD,,TRUE/FALSE,,,YSI Number,,,,,,,,,,,,,,,,,,,,,,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Comments pertaining to WQ collection,Anything important to note that was corrected from field sheet or during QAQC,,
Run Number ,Run Name,Measuring Program Name,Station Name,Station Number,Sampling Number (event),WDL SAM_COLLECTION_DATE,Collection Time,Sample Number,Sample Date,Sample Time,LabOrField,Recorder,Field Check,FieldChecker,Crew,YSI,WeatherCode,secchi,water.temp,DO.probe,sp.cond,EC,pH,Tide,FlowDirection,microcyst,VegRank,turb,SurfaceIrr,Depth1Irr,Depth2Irr,Depth3Irr,Depth4Irr,SubIrr1,SubIrr2,SubIrr3,SubIrr4,LightData,DriftData,LarvalData,150_ZoopsData,50_ZoopsData,PhytoData,ChlData,NutrData,FieldComments_WQ,DataCorrectionComments,EnteredBy,QAQCBy
,,,,,WDL_SAM Code,"mm/dd/yyyy 2 digits per month, day",hh:mm (PST) ,,"mm/dd/yyyy 2 digits per month, day",hh:mm (PST),,,Boolean,,,SCAL,SCAL,M,DEGC,MGL,MISM,MISM,SCAL,Tide,U/D/N,SCAL,SCAL,FNU,M,M,M,M,M,UMSM,UMSM,UMSM,UMSM,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,,,,
,,YBFMP,SHR,,ES0522B0117,05/10/2022,8:34,,,,FIELD,ehubbard,TRUE,jadams,"jrobinson, jadams",3,CLR,0.91,17.5,9.35,138,119,7.64,Low,N,1,2,7.4,2109,0.05,0.18,0.82,2.19,1584,1054,527,99,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,STTD,,ES0522B0123,05/23/2022,10:12,,,,FIELD,pfarman,TRUE,nikemiyagi,"jrobinson, nikemiyagi",3,CLR,0.40,21.8,8.88,231,217,8.52,Flood,U,1,2,18.7,2080,0.03,0.23,0.57,1.85,1541.6,1040.7,517.1,20.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Parks and Rec spraying florudone near trap. All nets towed from Jonboat.,Added comments about towing all nets from the Jonboat and Parks and Rec spraying florudone.,ehubbard,lolson
,,YBFMP,LIS,,ES0522B0124,05/23/2022,8:17,,,,FIELD,pfarman,TRUE,jrobinson,jrobinson,3,CLR,0.34,21.6,6.98,298,279,8.02,Low,N,1,2,25.7,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,SHR,,ES0522B0125,05/24/2022,8:00,,,,FIELD,jrobinson,TRUE,jroldan,"jroldan, nkwan",2,CLR,1.12,21.7,8.29,124,116,7.4,Ebb,D,1,1,5.1,1713.2,0.04,0.05,0.65,2.19,1288.6,851.6,426.6,65.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,JMR = Julia Roldan. End of pole on last light attenuation measurement. ,Added comment about last light attenuation measurement reaching end of pole.,ehubbard,lolson
,,YBFMP,SHR,,ES0622B0133,06/06/2022,7:24,,,,FIELD,jrobinson,TRUE,ehubbard,"nikemiyagi, ehubbard",2,CLR,1.50,20.9,8.32,118,109,7.45,Flood,D,1,2,5.5,1846.6,0.05,0.07,0.71,2.48,1374.3,927.1,472,57.27,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,STTD,,ES0622B0131,06/07/2022,8:17,,,,FIELD,ehubbard,TRUE,cpien,"nikemiyagi, cpien",3,CLR,0.43,22.9,9.77,207,199,9.1,Flood,U,1,2,18.2,1817.3,0.05,0.19,0.47,1.73,1357.9,904.9,455.2,18.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,LIS,,ES0622B0132,06/07/2022,11:33,,,,FIELD,nikemiyagi,TRUE,ehubbard,"ehubbard, cpien",3,CLR,0.37,25.6,7.72,322,326,8.15,Flood,U,1,2,26.6,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,STTD,,ES0622B0139,06/21/2022,8:09,,,,FIELD,cpien,TRUE,nikemiyagi,"nikemiyagi, amaguire",2,CLR,0.65,23.0,9.4,198,191,8.9,Flood,U,1,2,12.9,1864.5,0.05,0.25,0.57,1.82,1392.6,929.7,463.2,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,AM = Amanda Maguire,,ehubbard,lolson
,,YBFMP,LIS,,ES0622B0140,06/21/2022,11:59,,,,FIELD,cpien,TRUE,nikemiyagi,"nikemiyagi, amaguire",2,CLR,0.35,24.6,8.51,292,290,8.37,High,D,1,2,23.9,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,SHR,,ES0622B0141,06/20/2022,8:25,,,,FIELD,nikemiyagi,TRUE,pfarman,"pfarman, dfinger",2,CLR,0.95,21.2,8.7,109,101,7.55,Flood,D,1,1,6.1,1998.4,0.05,0.23,0.83,2.48,1494.7,997.7,489.2,64.62,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"DF = Dennis Finger, Light attentuation end of pole",,ehubbard,lolson
,,YBFMP,STTD,,ES0722B0147,07/12/2022,9:31,,,,FIELD,ehubbard,TRUE,jrobinson,"jrobinson, jdelatorre, mminer",2,CLR,0.62,24.0,7.53,157,154,8.68,Ebb,D,1,2,6.8,2039,0.04,0.27,0.9,2.19,1539,1018.9,509.4,121.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,LIS,,ES0722B0148,07/12/2022,11:33,,,,FIELD,ehubbard,TRUE,jrobinson,"jrobinson, jdelatorre, mminer",2,CLR,0.42,25.5,7.42,196,198,8.58,Ebb,D,1,2,18.3,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,SHR,,ES0722B0149,07/13/2022,9:07,,,,FIELD,ehubbard,TRUE,nikemiyagi,"nikemiyagi, jdelatorre, mminer",3,CLR,0.75,22.6,8.26,98,95,7.78,Ebb,D,1,1,6.7,2197,0.05,0.4,0.99,2.19,1630,1093,550,146.96,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,STTD,,ES0722B0194,07/26/2022,9:10,,,,FIELD,jrobinson,TRUE,mminer,"jdelatorre, mminer",3,CLR,0.49,22.0,7.9,155,146,8.86,Ebb,,1,1,10.8,1991.7,0.11,0.16,0.74,2.19,1490.5,994.5,496.6,52.4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,YBFMP,LIS,,ES0722B0195,07/26/2022,10:55,,,,FIELD,mminer,TRUE,jdelatorre,"jrobinson, jdelatorre",3,CLR,0.44,23.5,7.25,186,181,8.16,Ebb,D,1,1,19.4,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,forgot bucker,,ehubbard,lolson
,,YBFMP,SHR,,ES0722B0196,07/27/2022,8:59,,,,FIELD,jrobinson,TRUE,jdelatorre,"mminer, jdelatorre",2,CLD,0.90,22.1,8.24,99,94,7.98,Ebb,D,1,2,5.2,1790.9,0.01,0.03,0.59,2.19,1341,894.1,449.1,91.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,levee repair upstream of sampling location,,ehubbard,lolson
,,NDFS,RD22,,ES0822B0156,08/09/2022,9:09,,,,FIELD,jdelatorre,FALSE,,ehuynh,ND8,CLR,0.55,22.2,3.7,911,,7.59,,,1,2,14.7,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Used NCRO YSI, so model is different. Had to hike down hill to collect water in homogenizing bucket, then hiked back up to truck to fill the 6 nalgenes.",Wrote down extra notes in field comments section,ehubbard,"lolson, jdelatorre"
,,NDFS,I80,,ES0822B0157,08/09/2022,11:04,,,,FIELD,jdelatorre,FALSE,,ehuynh,ND5,CLR,0.40,21.3,0.07,508,,6.93,,,1,2,2.4,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Secchi bottoms out at 40cm,Crew was ehuynh not ehubbard,lolson,jdelatorre
,,NDFS,BL5,,ES0822B0160,08/09/2022,9:25,,,,FIELD,mgilbert,FALSE,,"PH,IM,KH,JT",3,CLR,0.67,20.6,7.96,1463,133.7,8.36,Ebb,D,,2,12.5,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,jdelatorre
,,NDFS,PRS,,ES0822B0161,08/09/2022,8:51,,,,FIELD,mgilbert,TRUE ,PH,"JM,PH,KH,JT",3,CLR,0.92,20.7,8.55,137.9,126.5,8.79,Ebb,,1,2,9.4,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,EC correction (1265 to 126.5),lolson,jdelatorre
,,NDFS,LIB,,ES0822B0162,08/09/2022,8:20,,,,FIELD,mgilbert,FALSE,,"KH, JM, JT, PH",3,CLR,2.00,21.0,8.09,131.4,121.4,7.74,Ebb,U,1,2,4.8,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2+ meter on secchi,"Added secchi comment, sp.cond correction (1314 to 131.4), EC correction (1214 to 121.4) ",lolson,jdelatorre
,,NDFS,RYI,,ES0822B0163,08/09/2022,7:48,,,,FIELD,mgilbert,FALSE,,"KH, JM, JT, PH",3,CLR,1.23,21.6,8.08,132.7,124.1,7.86,Ebb,D,1,2,7.8,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,sp.cond correction (1327 to 132.7),lolson,jdelatorre
,,NDFS,RVB,,ES0822B0164,08/09/2022,7:02,,,,FIELD,mgilbert,TRUE,KH,"PH, KH, JT, JM",3,CLR,0.99,22.1,8.3,157.4,148.6,8.53,Ebb,D,1,2,8.2,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"van dorn 2, veg code = 2","corrected crew, sp.cond correction (1574 to 157.4), input comments from bottom of sheet",lolson,jdelatorre
,,Shared,LIS,,ES0822B0158,08/09/2022,12:23,,,,FIELD,mminer,TRUE,lolson,"lolson, nikemiyagi",2,CLR,0.33,23.5,7.4,195,189,7.42,Low,D,1,2,14.8,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Zoop tow (150) only for NDFS sampling,,lolson,jdelatorre
,,Shared,STTD,,ES0822B0159,08/09/2022,9:02,,,,FIELD,mminer,TRUE,lolson,"lolson, nikemiyagi",2,CLR,0.80,21.9,7.59,156,147,8.34,Ebb,D,1,2,7.7,2191,0.03,0.23,0.47,2.19,2217,1095,549.2,27,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,jdelatorre
,,Shared,SHR,,ES0822B0165,08/10/2022,9:23,,,,FIELD,mminer,TRUE ,lolson,"jrobinson, lolson, jdelatorre",3,CLR,2.38,22.0,8.32,99,93,7.63,Ebb,D,1,2,6.6,2176,0.04,0.17,1.28,2.19,1632,1082,544.7,234.8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,First irradiance value=1632μmol; Levee construction upstream of sampling location; Much large debris during drift sampling; MgCO3 was not added at end of Chl-a filtering.,LarvalData (FLASE to FALSE),lolson,jdelatorre
,,Shared,STTD,,ES0822B0202,08/23/2022,8:29,,,,FIELD,nkwan,TRUE,lolson,"lolson, nikemiyagi",3,CLR,1.16,23.3,7.25,164,158,8.30,Ebb,D,1,2,8.5,1786.5,0.04,0.07,0.67,2.19,1339.3,897.2,448.1,37.23,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Reached end of pole on light attenuation at last data point.,,lolson,ehubbard
,,Shared,LIS,,ES0822B0203,08/23/2022,11:04,,,,FIELD,nkwan,TRUE,lolson,"lolson, nikemiyagi",3,CLR,0.34,24.6,7.01,219,217,7.93,Low,D,1,2,18.3,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,ehubbard
,,Shared,SHR,,ES0822B0204,08/24/2022,9:00,,,,FIELD,jadams,TRUE,lolson,"lolson, nikemiyagi",2,CLR,3.00,23.2,8.24,109,105,7.40,Ebb,D,1,1,4.4,2097,0.05,0.06,1.4,2.19,1550.9,1062.6,504,283.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Lost drift sample and had to retake; all zoop and drift samples taken from boat; Light attenuation data point #4 from end of pole and measured with secchi.,,lolson,ehubbard
,,NDFS,RD22,,ES0922B0213,09/07/2022,6:10,,,,FIELD,jdelatorre,FALSE,,ehuynh,XO62,CLR,0.90,25.2,1.54,852,,7.34,Ebb,D,1,3,7.0,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Veg3 = some duckweed in sample. Exo instruement does not record Conductance (EC). Tide data checked at lab using CDEC site.,,ehubbard,lolson
,,NDFS,I80,,ES0922B0214,09/07/2022,7:50,,,,FIELD,jdelatorre,FALSE,,ehuynh,XO62,CLR,0.60,24.1,0.05,643,,7.07,Ebb,D,1,2,3.4,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,tide data from CDEC site. EXO instrument does not record conductance (EC). Secchi hit bottom.,,ehubbard,lolson
,,NDFS,BL5,,ES0922B0217,09/06/2022,8:16,,,,FIELD,mminer,TRUE,KH,"KH, KV, EO",2,CLR,1.47,25.1,6.73,156,156,7.96,Slack,D,1,3,4.1,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,significant floating vegitation,Changed ED to EO in crew,ehubbard,lolson
,,NDFS,PRS,,ES0922B0218,09/06/2022,8:37,,,,FIELD,mminer,TRUE,KV,"KH, KV, EO",2,CLR,1.56,24.9,7.46,152,152,8.6,Ebb,D,1,2,4.2,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,Changed ED to EO in crew,ehubbard,lolson
,,NDFS,LIB,,ES0922B0219,09/06/2022,7:52,,,,FIELD,mminer,TRUE,KH,"KH, KV, EO",2,CLR,1.79,24.3,7.71,142,139,7.83,Slack,,1,3,3.0,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"significant floating veg, needed to manuever van dorn around",Changed ED to EO in crew,ehubbard,lolson
,,NDFS,RYI,,ES0922B0220,09/06/2022,7:33,,,,FIELD,mminer,TRUE,KV,"RH, KW, EO",2,CLR,2.00,24.2,8.05,144,141,7.93,Ebb,D,1,3,4.0,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,Changed ED to EO in crew; changed secchi from 2.9 to 2.0,ehubbard,lolson
,,NDFS,RVB,,ES0922B0221,09/06/2022,6:48,,,,FIELD,mminer,TRUE,KH,"KH, KV, EO",2,CLR,1.33,24.0,8.00,159,157,7.85,Ebb,D,1,2,4.9,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,Changed ED to EO in crew; changed turbidity from 14.9 to 4.9,ehubbard,lolson
,,Shared,LIS,,ES0922B0215,09/07/2022,8:50,,,,FIELD,ehubbard,TRUE,nikemiyagi,"lolson, nikemiyagi",2,CLR,0.42,25.5,6.54,220,222,7.62,Ebb,D,1,2,16.0,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,Shared,STTD,,ES0922B0216,09/07/2022,6:20,,,,FIELD,ehubbard,TRUE,nikemiyagi,"lolson, nikemiyagi",2,CLR,0.89,25.6,6.70,161,163,7.81,Ebb,D,1,2,6.8,504.6,0.01,0.03,0.06,2.19,355,256.6,123.72,5.59,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,ehubbard,lolson
,,Shared,SHR,,ES0922B0222,09/06/2022,7:29,,,,FIELD,jadams,TRUE,lolson,"lolson, nikemiyagi",3,CLR,2.41,23.3,8.27,106,102,,Ebb,D,1,2,5.3,1597.9,0.05,0.07,0.7,2.19,1193.9,788.4,399,114.6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,pH sensor faulter (reading 9.2). Light attenuation last point at end of pole,,ehubbard,lolson
,,Shared,STTD,,ES0922B0230,09/20/2022,8:57,,,,FIELD,jdelatorre,FALSE,,"LO, JR",2,CLD,0.45,20.2,6.94,176,160,7.68,Ebb,D,1,1,19.3,976.3,0.03,0.16,0.67,1.97,733.5,987.6,246,9.76,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"high silt content, had to shorten 50 um zoop tow.",Changed water temp from 20.1 to 20.2,jdelatorre,lolson
,,Shared,LIS,,ES0922B0231,09/20/2022,12:41,,,,FIELD,jdelatorre,FALSE,,"LO, JR",2,CLD,0.23,21.3,6.85,321,298,7.67,Flood,U,1,1,27.6,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,jdelatorre,lolson
,,Shared,SHR,,ES0922B0232,09/21/2022,9:24,,,,FIELD,ehubbard,TRUE,JR,"LO , LV, JR",2,CLD,1.30,19.9,8.46,120,109,7.62,Ebb,,1,1,4.4,513.5,0.04,0.05,0.79,2.19,383.7,256.1,128.8,38.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"drift sample: a lot of veg in sample; zoop tows: dredge vessel came by, had to do evasive maneuver during tow.",,jdelatorre,lolson
,,Shared,LIS,,ES1022B0329,10/04/2022,12:34,,,,FIELD,ehubbard,TRUE,lvance,"lolson, nikemiyagi",2,CLR,0.26,23.2,8.07,224,216,8.05,Flood,U,1,2,19.4,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lgunning
,,Shared,STTD,,ES1022B0330,10/04/2022,8:25,,,,FIELD,ehubbard,TRUE,lolson,"lolson, nikemiyagi, lvance",2,CLR,0.47,19.4,7.5,180,161,7.43,Flood,U,1,2,13.8,1269.5,0.01,0.04,0.24,1.48,951.2,612.5,316.2,12.58,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Drift, 150 zoop, and 50 zoop tow all sampled by jon boat",,lolson,lgunning
,,Shared,SHR,,ES1022B0336,10/05/2022,9:05,,,,FIELD,lolson,TRUE,jtorres,"Jtorres,jrobinson",3,CLR,2.75,20.7,8.59,125,115,7.95,Ebb,D,1,1,7.2,1893.5,0.04,0.07,1.16,2.19,1441.3,944.7,472.5,216.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Could still see secchi at bottom; last point of light attenuation at end of pole,,lolson,lgunning
,,NDFS,RD22,,ES1022B0327,10/04/2022,8:32,,,,FIELD,jtorres,TRUE,EH,EH,XO264,CLR,0.28,19.8,1.96,851,,7.29,,,1,3,7.9,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"pressure on vaccum pump higher than it should have been (~0.7bar), adjusted after first sample",,lolson,lgunning
,,NDFS,I80,,ES1022B0328,10/04/2022,10:19,,,,FIELD,jtorres,TRUE,EH,EH,XO264,CLR,0.20,19.0,0.97,672,,7.24,,,1,1,3.3,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Secchi bottoms out,,lolson,lgunning
,,NDFS,BL5,,ES1022B0331,10/04/2022,10:17,,,,FIELD,mminer,TRUE,PH,"PH,DD,KH",3,CLR,1.62,19.3,8.2,167,149,8.16,Flood,U,1,1,8.7,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,lgunning
,,NDFS,PRS,,ES1022B0332,10/04/2022,9:54,,,,FIELD,mminer,TRUE,PH,"PH,DD,KH",3,CLR,1.42,19.7,8.4,167,150,8.15,Flood,U,1,1,9.4,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Were sampling near other vessels doing kodiak trawls.,,lolson,lgunning
,,NDFS,LIB,,ES1022B0332,10/04/2022,9:33,,,,FIELD,mminer,TRUE,PH,"PH,DD,KH",3,CLR,0.96,20.0,8.47,165,150,8.12,Flood,,1,1,9.3,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Did not remember to agitate van dorn while filling sample bottles.,,lolson,lgunning
,,NDFS,RYI,,ES1022B0334,10/04/2022,9:09,,,,FIELD,mminer,TRUE,PH,"PH,DD,KH",3,CLR,1.59,20.1,8.54,165,149,8.14,Flood,U,1,1,9.5,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Did not remember to agitate van dorn while collecting samples.,,lolson,lgunning
,,NDFS,RVB,,ES1022B0335,10/04/2022,8:33,,,,FIELD,mminer,TRUE,KA,"PH,DD,KH",3,CLR,1.87,20.4,8.5,170,155,8.04,Flood,D,2,2,8,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Barometric pressure 762.7,,lolson,lgunning
,,Shared,STTD,,ES1022B0344,10/18/2022,9:19,,,,FIELD,ehubbard,TRUE ,lolson,"JTR, MTO, LAO",2,CLD,0.64,17.7,7.93,189,163,7.46,Flood,U,1,2,11.5,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Couldn't do light attenuation because battery died. ,,molinger,lgunning
,,Shared,LIS,,ES1022B0345,10/18/2022,12:31,,,,FIELD,ehubbard,TRUE ,lolson,"JTR, MTO, LAO",2,CLD,0.38,18.8,7.67,215,190,7.58,Flood,U,1,2,19.5,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,molinger,lgunning
,,Shared,SHR,,ES1022B0346,10/19/2022,8:42,,,,FIELD,KH,TRUE ,KA,"NI, MM, PH",2,CLR,2.00,18.6,8.79,123,108,7.56,Ebb,D,1,1,3.5,1671.2,0.04,0.07,0.86,2.2,1266,834.9,418.6,194.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Secchi depth maxed at 2.0 m, beyond length of rope Secchi.",,molinger,lgunning
,,YBFMP,STTD,,ES1022B0353,10/31/2022,8:40,,,,FIELD,ehubbard,FALSE,,"JTR, MTO",2,CLD,1.55,15.5,9.61,192,157,8.02,Flood,U,1,2,5.7,756.5,0.04,0.07,0.92,2.19,567.3,365.6,188.7,59.8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Breaking clouds threw light sensor off,,molinger,lolson
,,YBFMP,LIS,,ES1022B0354,10/31/2022,11:33,,,,FIELD,ehubbard,TRUE ,molinger,"JTR, MTO",2,CLD,0.41,15.8,8.32,252,208,7.8,Flood,U,1,2,15.8,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,SHR,,ES1022B0355,11/01/2022,8:57,,,,FIELD,ehubbard,TRUE,mminer,"NI, MCM",2,CLD,3.00,14.6,9.68,123,99,7.75,Flood,U,1,1,2.8,359.5,0.01,0.03,0.18,2.19,262.5,175.02,89.98,28.98,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,STTD,,ES1122B0362,11/14/2022,10:27,,,,FIELD,jdelatorre,TRUE ,jadams,"jadams, nikemiyagi",3,CLR,2.30,11.1,,197,144,8.01,Flood,U,1,1,8.5,1680.5,0.05,0.08,0.96,2,1269.5,841.1,420.6,138.9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,MO: DO recorded as % (97.2) instead of mg/L so left field blank,molinger,lgunning
,,YBFMP,LIS,,ES1122B0363,11/14/2022,14:00,,,,FIELD,jadams,TRUE ,nikemiyagi,"jdelatorre, nikemiyagi",3,CLR,0.55,12.2,9.12,299,226,7.78,Ebb,D,1,2,15.3,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lgunning
,,YBFMP,SHR,,ES1122B0364,11/15/2022,10:08,,,,FIELD,nikemiyagi,TRUE ,mminer,"mminer, molinger",1,CLR,3.00,11.0,10.66,141,103,7.83,Flood,D,1,1,1.1,1699,0.05,0.6,1.03,2.19,1285,831.4,425,184.91,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Secchi depth greater than rope secchi. Last light depth maxed out the light attenuation pole (2.19m),Secchi was imputed as 2 changed to 3 based on data sheet,molinger,lgunning
,,YBFMP,SHR,,ES1122B0373,11/28/2022,9:54,,,,FIELD,ehubbard,TRUE ,lvance,"JTR, LCV",2,CLR,,10.6,10.85,139,101,7.84,Flood,U,1,2,2.6,1667.6,0.04,0.06,0.86,2.19,1248.1,820.8,421.5,188.86,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Too clear for secchi (longer than rope secchi + 2 meters),"Secchi was imputed as 3, was not recorded on data sheet removed value",molinger,lgunning
,,YBFMP,STTD,,ES1122B0371,11/29/2022,10:22,,,,FIELD,mminer,TRUE ,nikemiyagi,"NI, JTR",3,CLR,2.75,9.8,11.13,202,143,7.98,Flood,U,1,2,3.9,1711.2,0.05,0.11,0.5,2.19,1220.8,823.1,428.5,104.4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Windy; Light attenuation max depth at last measurement (2.19m); towed drift sample from bow; Attempted using our lock to sample from john boat. Ended up towing from front of boat in forward (150 net); Towed from bow in forward - tow speed 5 for both 150 & 50 (50 net),Secchi was imputed as 3 changed to 2.75 per data sheet,molinger,lgunning
,,YBFMP,LIS,,ES1122B0372,11/29/2022,13:00,,,,FIELD,mminer,TRUE ,jrobinson,"NI, JTR",3,CLR,0.8,9.8,9.6,448,318,7.7,Ebb,D,1,1,9.8,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Rinsed capsule filter w/ 1L DI & 1L sample water,Secchi imputed as 3 changed to 0.80 per the data sheet,molinger,lgunning
